city,colonia,point_kind,lat,lon,bbox_min_lat,bbox_min_lon,bbox_max_lat,bbox_max_lon,bbox_span_lat_deg,bbox_span_lon_deg,n_samples
zap,Las Águilas,centroid,20.626957,-103.415145,20.624078,-103.418321,20.632007,-103.40788,0.007928,0.010441,27
zap,Reserva Real,centroid,20.721293,-103.438962,20.719927,-103.440211,20.724121,-103.438019,0.004194,0.002192,28
zap,Guadalupe Inn,centroid,20.660377,-103.446405,20.660119,-103.446503,20.660635,-103.446307,0.000516,0.000196,2
zap,Mítica Residencial,centroid,20.735157,-103.468834,20.734774,-103.469276,20.73877,-103.468458,0.003996,0.000818,15
zap,Valeira,centroid,20.727723,-103.472654,20.724843,-103.475088,20.728996,-103.46928,0.004153,0.005808,44
zap,Maple Coto 1,centroid,20.788073,-103.426687,20.787732,-103.42771,20.789302,-103.426229,0.00157,0.001481,22
zap,Lomas de Zapopan,centroid,20.746032,-103.397604,20.740243,-103.408642,20.748376,-103.393649,0.008134,0.014993,28
zap,Solares,centroid,20.725141,-103.459143,20.721338,-103.465107,20.726667,-103.453188,0.005328,0.011919,105
zap,La Magdalena,centroid,20.802426,-103.459397,20.798975,-103.460909,20.805876,-103.457885,0.006901,0.003025,2
zap,Prados Tepeyac,centroid,20.65717,-103.413717,20.654565,-103.416106,20.659953,-103.410335,0.005389,0.005771,21
zap,Guadalajara (Technology Park),centroid,20.727209,-103.488705,20.723549,-103.497489,20.732881,-103.480857,0.009332,0.016632,37
zap,Sin Nombre,centroid,20.70577,-103.426159,20.663821,-103.472518,20.781751,-103.402614,0.11793,0.069904,42
zap,Sin Nombre,bbox_quadrant,20.693304,-103.455042,20.663821,-103.472518,20.781751,-103.402614,0.11793,0.069904,42
zap,Sin Nombre,bbox_quadrant,20.693304,-103.42009,20.663821,-103.472518,20.781751,-103.402614,0.11793,0.069904,42
zap,Sin Nombre,bbox_quadrant,20.752268,-103.455042,20.663821,-103.472518,20.781751,-103.402614,0.11793,0.069904,42
zap,Sin Nombre,bbox_quadrant,20.752268,-103.42009,20.663821,-103.472518,20.781751,-103.402614,0.11793,0.069904,42
zap,Lomas de La Primavera,centroid,20.641565,-103.471087,20.64021,-103.47221,20.64292,-103.469964,0.00271,0.002246,2
zap,Lagos del Country,centroid,20.716255,-103.372772,20.713759,-103.374609,20.717544,-103.368849,0.003784,0.00576,10
zap,Los Pinos,centroid,20.644263,-103.423666,20.606179,-103.441852,20.681195,-103.406158,0.075016,0.035695,12
zap,Los Pinos,bbox_quadrant,20.624933,-103.432929,20.606179,-103.441852,20.681195,-103.406158,0.075016,0.035695,12
zap,Los Pinos,bbox_quadrant,20.624933,-103.415081,20.606179,-103.441852,20.681195,-103.406158,0.075016,0.035695,12
zap,Los Pinos,bbox_quadrant,20.662441,-103.432929,20.606179,-103.441852,20.681195,-103.406158,0.075016,0.035695,12
zap,Los Pinos,bbox_quadrant,20.662441,-103.415081,20.606179,-103.441852,20.681195,-103.406158,0.075016,0.035695,12
zap,Valdepeñas II,centroid,20.762225,-103.399908,20.76193,-103.400033,20.762552,-103.399534,0.000622,0.000498,4
zap,Ciudad del Sol,centroid,20.652852,-103.406377,20.64595,-103.410198,20.660204,-103.399328,0.014255,0.01087,87
zap,Ciudad Bugambilias,centroid,20.608557,-103.460042,20.596835,-103.481576,20.619175,-103.436324,0.02234,0.045252,265
zap,Ciudad Bugambilias,bbox_quadrant,20.60242,-103.470263,20.596835,-103.481576,20.619175,-103.436324,0.02234,0.045252,265
zap,Ciudad Bugambilias,bbox_quadrant,20.60242,-103.447637,20.596835,-103.481576,20.619175,-103.436324,0.02234,0.045252,265
zap,Ciudad Bugambilias,bbox_quadrant,20.61359,-103.470263,20.596835,-103.481576,20.619175,-103.436324,0.02234,0.045252,265
zap,Ciudad Bugambilias,bbox_quadrant,20.61359,-103.447637,20.596835,-103.481576,20.619175,-103.436324,0.02234,0.045252,265
zap,Jardines del Valle,centroid,20.747816,-103.430382,20.741413,-103.43625,20.754,-103.425262,0.012587,0.010988,21
zap,Arauca I,centroid,20.733931,-103.462886,20.733389,-103.464417,20.735211,-103.461516,0.001823,0.002901,46
zap,Alcázar Poniente,centroid,20.695544,-103.42727,20.694736,-103.428555,20.696407,-103.426527,0.001671,0.002029,25
zap,Bosque de Valdepeñas,centroid,20.760907,-103.403105,20.760812,-103.403905,20.761096,-103.401505,0.000284,0.0024,3
zap,Puerta del Tule,centroid,20.698062,-103.448631,20.692456,-103.453603,20.702844,-103.446607,0.010388,0.006996,68
zap,Sole Real,centroid,20.730989,-103.453528,20.730072,-103.455174,20.731556,-103.452028,0.001485,0.003146,10
zap,Loma Real,centroid,20.688258,-103.412963,20.686879,-103.413475,20.689506,-103.412336,0.002626,0.001139,5
zap,La Loma,centroid,20.667974,-103.401893,20.6065,-103.453344,20.730676,-103.349736,0.124176,0.103608,18
zap,La Loma,bbox_quadrant,20.637544,-103.427442,20.6065,-103.453344,20.730676,-103.349736,0.124176,0.103608,18
zap,La Loma,bbox_quadrant,20.637544,-103.375638,20.6065,-103.453344,20.730676,-103.349736,0.124176,0.103608,18
zap,La Loma,bbox_quadrant,20.699632,-103.427442,20.6065,-103.453344,20.730676,-103.349736,0.124176,0.103608,18
zap,La Loma,bbox_quadrant,20.699632,-103.375638,20.6065,-103.453344,20.730676,-103.349736,0.124176,0.103608,18
zap,Vistas del Valle,centroid,20.6092,-103.487814,20.606494,-103.49,20.61019,-103.485848,0.003696,0.004152,31
zap,Loma Bonita,centroid,20.639523,-103.407801,20.637001,-103.410459,20.641897,-103.399494,0.004897,0.010965,44
zap,Flores del Valle,centroid,20.7473,-103.44368,20.7473,-103.44368,20.7473,-103.44368,0.0,0.0,2
zap,El Capullo,centroid,20.721146,-103.383267,20.717851,-103.38366,20.722328,-103.382644,0.004478,0.001016,16
zap,Vallarta,centroid,20.687764,-103.450981,20.687684,-103.451485,20.687845,-103.450477,0.000161,0.001008,4
zap,Bosques de San Isidro (Las Cañadas),centroid,20.780745,-103.365297,20.768618,-103.388564,20.789887,-103.352151,0.021269,0.036413,134
zap,Bosques de San Isidro (Las Cañadas),bbox_quadrant,20.773935,-103.379461,20.768618,-103.388564,20.789887,-103.352151,0.021269,0.036413,134
zap,Bosques de San Isidro (Las Cañadas),bbox_quadrant,20.773935,-103.361254,20.768618,-103.388564,20.789887,-103.352151,0.021269,0.036413,134
zap,Bosques de San Isidro (Las Cañadas),bbox_quadrant,20.784569,-103.379461,20.768618,-103.388564,20.789887,-103.352151,0.021269,0.036413,134
zap,Bosques de San Isidro (Las Cañadas),bbox_quadrant,20.784569,-103.361254,20.768618,-103.388564,20.789887,-103.352151,0.021269,0.036413,134
zap,Gustavo Diaz Ordaz,centroid,20.620483,-103.420068,20.619843,-103.420113,20.620803,-103.420046,0.00096,6.6e-05,3
zap,Alviento II,centroid,20.789176,-103.483489,20.788936,-103.483645,20.789415,-103.483333,0.000479,0.000312,4
zap,San Wenceslao,centroid,20.69864,-103.409253,20.697758,-103.410653,20.699631,-103.407483,0.001873,0.00317,5
zap,Ciudad Granja,centroid,20.681198,-103.449946,20.6713,-103.454904,20.692506,-103.442352,0.021206,0.012552,239
zap,Ciudad Granja,bbox_quadrant,20.676601,-103.451766,20.6713,-103.454904,20.692506,-103.442352,0.021206,0.012552,239
zap,Ciudad Granja,bbox_quadrant,20.676601,-103.44549,20.6713,-103.454904,20.692506,-103.442352,0.021206,0.012552,239
zap,Ciudad Granja,bbox_quadrant,20.687205,-103.451766,20.6713,-103.454904,20.692506,-103.442352,0.021206,0.012552,239
zap,Ciudad Granja,bbox_quadrant,20.687205,-103.44549,20.6713,-103.454904,20.692506,-103.442352,0.021206,0.012552,239
zap,Conjunto Patria,centroid,20.716562,-103.37801,20.715036,-103.380056,20.718608,-103.376135,0.003572,0.003921,8
zap,Coto Vitana,centroid,20.767182,-103.406606,20.76697,-103.406822,20.767494,-103.405058,0.000524,0.001763,15
zap,Santa Rita,centroid,20.682922,-103.404228,20.681592,-103.407087,20.683606,-103.401732,0.002015,0.005355,7
zap,Arcos de Guadalupe,centroid,20.665328,-103.434748,20.662489,-103.438516,20.670075,-103.429306,0.007586,0.00921,35
zap,Villas Vallarta,centroid,20.685212,-103.435502,20.685212,-103.435502,20.685212,-103.435502,0.0,0.0,2
zap,Agraria,centroid,20.712526,-103.383553,20.71217,-103.383588,20.712705,-103.383484,0.000535,0.000104,3
zap,Pontevedra,centroid,20.769015,-103.410516,20.713421,-103.413318,20.788864,-103.409056,0.075442,0.004263,27
zap,Pontevedra,bbox_quadrant,20.732282,-103.412253,20.713421,-103.413318,20.788864,-103.409056,0.075442,0.004263,27
zap,Pontevedra,bbox_quadrant,20.732282,-103.410121,20.713421,-103.413318,20.788864,-103.409056,0.075442,0.004263,27
zap,Pontevedra,bbox_quadrant,20.770003,-103.412253,20.713421,-103.413318,20.788864,-103.409056,0.075442,0.004263,27
zap,Pontevedra,bbox_quadrant,20.770003,-103.410121,20.713421,-103.413318,20.788864,-103.409056,0.075442,0.004263,27
zap,Base Aérea Militar No 5,centroid,20.731792,-103.467627,20.72647,-103.477529,20.753574,-103.451304,0.027104,0.026224,128
zap,Base Aérea Militar No 5,bbox_quadrant,20.733246,-103.470973,20.72647,-103.477529,20.753574,-103.451304,0.027104,0.026224,128
zap,Base Aérea Militar No 5,bbox_quadrant,20.733246,-103.45786,20.72647,-103.477529,20.753574,-103.451304,0.027104,0.026224,128
zap,Base Aérea Militar No 5,bbox_quadrant,20.746798,-103.470973,20.72647,-103.477529,20.753574,-103.451304,0.027104,0.026224,128
zap,Base Aérea Militar No 5,bbox_quadrant,20.746798,-103.45786,20.72647,-103.477529,20.753574,-103.451304,0.027104,0.026224,128
zap,Paseos del Sol,centroid,20.635805,-103.431548,20.629449,-103.437877,20.641509,-103.421711,0.012061,0.016166,52
zap,Solares Aveira,centroid,20.726069,-103.465181,20.72589,-103.465311,20.726607,-103.464792,0.000717,0.000519,4
zap,La Ceiba,centroid,20.716994,-103.42519,20.716158,-103.425468,20.717985,-103.424808,0.001826,0.00066,19
zap,Argenta Parque Residencial,centroid,20.769215,-103.396741,20.768413,-103.398085,20.77146,-103.395243,0.003047,0.002842,31
zap,Los Olivos,centroid,20.656565,-103.421919,20.656565,-103.421919,20.656565,-103.421919,0.0,0.0,2
zap,Villas Torremolinos,centroid,20.750832,-103.399096,20.74989,-103.400474,20.751307,-103.398289,0.001417,0.002185,7
zap,El Colli Urbano,centroid,20.642167,-103.426177,20.637793,-103.44174,20.647569,-103.417487,0.009777,0.024252,57
zap,El Colli Urbano,bbox_quadrant,20.640237,-103.435677,20.637793,-103.44174,20.647569,-103.417487,0.009777,0.024252,57
zap,El Colli Urbano,bbox_quadrant,20.640237,-103.42355,20.637793,-103.44174,20.647569,-103.417487,0.009777,0.024252,57
zap,El Colli Urbano,bbox_quadrant,20.645125,-103.435677,20.637793,-103.44174,20.647569,-103.417487,0.009777,0.024252,57
zap,El Colli Urbano,bbox_quadrant,20.645125,-103.42355,20.637793,-103.44174,20.647569,-103.417487,0.009777,0.024252,57
zap,Real de Valdepeñas,centroid,20.757382,-103.403108,20.755566,-103.406025,20.759599,-103.400611,0.004033,0.005415,20
zap,Foret,centroid,20.628424,-103.480913,20.627538,-103.482436,20.629703,-103.478624,0.002165,0.003812,9
zap,El Briseño,centroid,20.622898,-103.435588,20.621481,-103.435833,20.624314,-103.435344,0.002833,0.000489,2
zap,Zotogrande,centroid,20.716463,-103.410009,20.715654,-103.41145,20.717047,-103.408504,0.001393,0.002946,10
zap,Pinar de La Calma,centroid,20.620843,-103.417075,20.616859,-103.418709,20.623449,-103.412725,0.00659,0.005984,15
zap,Las Palmas,centroid,20.717156,-103.398982,20.716779,-103.399251,20.717912,-103.398444,0.001133,0.000807,3
zap,San Juan de Ocotán,centroid,20.709894,-103.461625,20.698318,-103.471895,20.717021,-103.44651,0.018704,0.025385,36
zap,San Juan de Ocotán,bbox_quadrant,20.702994,-103.465548,20.698318,-103.471895,20.717021,-103.44651,0.018704,0.025385,36
zap,San Juan de Ocotán,bbox_quadrant,20.702994,-103.452856,20.698318,-103.471895,20.717021,-103.44651,0.018704,0.025385,36
zap,San Juan de Ocotán,bbox_quadrant,20.712346,-103.465548,20.698318,-103.471895,20.717021,-103.44651,0.018704,0.025385,36
zap,San Juan de Ocotán,bbox_quadrant,20.712346,-103.452856,20.698318,-103.471895,20.717021,-103.44651,0.018704,0.025385,36
zap,Olivos Residencial,centroid,20.734716,-103.459751,20.732755,-103.461484,20.738034,-103.459125,0.00528,0.00236,34
zap,Puerta Serena,centroid,20.776375,-103.431437,20.776188,-103.432501,20.77644,-103.430305,0.000252,0.002196,9
zap,Amaranto,centroid,20.809967,-103.454425,20.808461,-103.455237,20.810715,-103.453576,0.002255,0.001661,11
zap,Solares Antara,centroid,20.7261,-103.467138,20.724898,-103.468184,20.72734,-103.46657,0.002442,0.001615,27
zap,Las Lomas Golf Hábitat,centroid,20.715892,-103.438057,20.711132,-103.443704,20.721193,-103.424406,0.010061,0.019297,78
zap,San Francisco,centroid,20.750994,-103.392373,20.750994,-103.392373,20.750994,-103.392373,0.0,0.0,2
zap,Santa Fe,centroid,20.718189,-103.396552,20.712109,-103.425283,20.749955,-103.391969,0.037846,0.033315,19
zap,Santa Fe,bbox_quadrant,20.72157,-103.416955,20.712109,-103.425283,20.749955,-103.391969,0.037846,0.033315,19
zap,Santa Fe,bbox_quadrant,20.72157,-103.400297,20.712109,-103.425283,20.749955,-103.391969,0.037846,0.033315,19
zap,Santa Fe,bbox_quadrant,20.740494,-103.416955,20.712109,-103.425283,20.749955,-103.391969,0.037846,0.033315,19
zap,Santa Fe,bbox_quadrant,20.740494,-103.400297,20.712109,-103.425283,20.749955,-103.391969,0.037846,0.033315,19
zap,Colinas de San Javier,centroid,20.697276,-103.404933,20.692823,-103.410694,20.70214,-103.401736,0.009317,0.008957,29
zap,Girasoles Acueducto,centroid,20.745709,-103.4237,20.7444,-103.4244,20.747018,-103.423,0.002618,0.0014,2
zap,Puerta de Plata,centroid,20.705455,-103.419389,20.702531,-103.421848,20.708766,-103.414307,0.006235,0.007541,58
zap,Valle Esmeralda,centroid,20.731524,-103.442525,20.73078,-103.443,20.7345,-103.442406,0.00372,0.000594,5
zap,La Mesa de La Coronilla,centroid,20.702141,-103.427699,20.699004,-103.433901,20.705119,-103.422291,0.006115,0.01161,54
zap,El Campestre,centroid,20.73792,-103.541754,20.735639,-103.544939,20.742009,-103.539539,0.00637,0.005399,43
zap,Valle de San Isidro,centroid,20.749908,-103.386877,20.747238,-103.389135,20.754824,-103.385508,0.007586,0.003627,25
zap,Rinconadas del Bosque,centroid,20.691133,-103.446342,20.690789,-103.447011,20.692167,-103.446119,0.001378,0.000892,4
zap,Carrara,centroid,20.789456,-103.414401,20.78876,-103.416008,20.790455,-103.413684,0.001695,0.002323,19
zap,Las Cumbres,centroid,20.691725,-103.433476,20.657976,-103.442488,20.697987,-103.429904,0.040011,0.012584,16
zap,Las Cumbres,bbox_quadrant,20.667979,-103.439342,20.657976,-103.442488,20.697987,-103.429904,0.040011,0.012584,16
zap,Las Cumbres,bbox_quadrant,20.667979,-103.43305,20.657976,-103.442488,20.697987,-103.429904,0.040011,0.012584,16
zap,Las Cumbres,bbox_quadrant,20.687984,-103.439342,20.657976,-103.442488,20.697987,-103.429904,0.040011,0.012584,16
zap,Las Cumbres,bbox_quadrant,20.687984,-103.43305,20.657976,-103.442488,20.697987,-103.429904,0.040011,0.012584,16
zap,Del Parque,centroid,20.665012,-103.446084,20.662937,-103.448902,20.675029,-103.43546,0.012092,0.013442,42
zap,La Periquera,centroid,20.772956,-103.449038,20.769721,-103.450406,20.774574,-103.446302,0.004854,0.004105,3
zap,Parque Arrayanes,centroid,20.626344,-103.468504,20.625145,-103.469105,20.627049,-103.468123,0.001904,0.000982,3
zap,Jardines de San Ignacio,centroid,20.668463,-103.407234,20.665203,-103.411298,20.671545,-103.401902,0.006342,0.009396,19
zap,Azaleas,centroid,20.606557,-103.447802,20.605598,-103.448317,20.607203,-103.445363,0.001605,0.002954,20
zap,Constituyentes,centroid,20.725411,-103.376091,20.724332,-103.376473,20.727568,-103.375326,0.003235,0.001147,3
zap,Unidad Cadete Fco. Márquez,centroid,20.634449,-103.423095,20.63408,-103.423353,20.635443,-103.422361,0.001362,0.000991,4
zap,Parque de La Castellana,centroid,20.691913,-103.434843,20.691582,-103.436896,20.692368,-103.432701,0.000786,0.004195,14
zap,Jardines Universidad,centroid,20.689324,-103.419522,20.687923,-103.422454,20.691342,-103.415879,0.003419,0.006576,29
zap,Bosques de San Gonzalo,centroid,20.774387,-103.432648,20.774064,-103.433325,20.774446,-103.430346,0.000383,0.002979,10
zap,Lucero del Valle,centroid,20.753892,-103.437277,20.753892,-103.437277,20.753892,-103.437277,0.0,0.0,1
zap,Chapalita Sur,centroid,20.658835,-103.401376,20.657526,-103.405101,20.660626,-103.397914,0.0031,0.007187,14
zap,Santillana,centroid,20.719463,-103.462995,20.71684,-103.464964,20.7208,-103.460643,0.003961,0.00432,36
zap,Bosque de Los Lagos,centroid,20.697583,-103.425837,20.69706,-103.426208,20.698063,-103.42503,0.001002,0.001178,13
zap,Alianza de Cazadores Diana,centroid,20.727281,-103.517332,20.723642,-103.519044,20.727724,-103.514621,0.004083,0.004423,16
zap,Palmira,centroid,20.594543,-103.428522,20.591134,-103.430957,20.597351,-103.424809,0.006217,0.006148,14
zap,Los Frailes,centroid,20.723543,-103.415711,20.72292,-103.416447,20.724541,-103.413475,0.001621,0.002972,17
zap,Santa Isabel,centroid,20.705443,-103.410259,20.700713,-103.413059,20.708862,-103.406564,0.008149,0.006494,21
zap,La Calma,centroid,20.635194,-103.413866,20.630162,-103.42149,20.6426,-103.4079,0.012438,0.013589,59
zap,Lomas del Valle,centroid,20.689451,-103.405076,20.685262,-103.408619,20.692426,-103.400361,0.007164,0.008258,43
zap,Novaterra,centroid,20.730137,-103.43434,20.73013,-103.434343,20.730144,-103.434337,1.5e-05,6e-06,2
zap,Los Almendros,centroid,20.767052,-103.39447,20.766643,-103.395431,20.768449,-103.393266,0.001806,0.002165,22
zap,Sendas,centroid,20.779093,-103.423052,20.777528,-103.424475,20.78049,-103.421227,0.002963,0.003248,14
zap,Royal Country,centroid,20.708538,-103.422286,20.708033,-103.423262,20.709445,-103.421534,0.001411,0.001728,11
zap,Paseos Universidad,centroid,20.687256,-103.43496,20.686718,-103.435882,20.687664,-103.432964,0.000946,0.002917,7
zap,Parque Virreyes,centroid,20.699697,-103.440114,20.697775,-103.440715,20.700088,-103.439978,0.002312,0.000736,16
zap,Las Arboledas,centroid,20.630603,-103.425468,20.626061,-103.429892,20.634381,-103.417183,0.00832,0.012709,47
zap,Autódromo,centroid,20.617988,-103.483148,20.615317,-103.489363,20.619056,-103.480629,0.003739,0.008735,20
zap,Arauca II,centroid,20.734685,-103.465766,20.733865,-103.466312,20.73773,-103.464052,0.003865,0.00226,14
zap,Atemajac del Valle,centroid,20.719467,-103.357182,20.715346,-103.363321,20.721758,-103.350864,0.006412,0.012457,12
zap,Vistas del Valle 1,centroid,20.610933,-103.486464,20.609869,-103.49068,20.613061,-103.484377,0.003192,0.006303,20
zap,Coto El Secreto,centroid,20.744882,-103.439923,20.744449,-103.44056,20.74585,-103.439616,0.001401,0.000944,6
zap,Ecológica El Seattle,centroid,20.720375,-103.378007,20.718705,-103.379207,20.721391,-103.375785,0.002686,0.003422,8
zap,Tabachines,centroid,20.739991,-103.362736,20.734298,-103.365262,20.743568,-103.359701,0.00927,0.005562,7
zap,Paseos del Camichín,centroid,20.755707,-103.404401,20.755707,-103.404401,20.755707,-103.404401,0.0,0.0,1
zap,Coto Alva 3,centroid,20.792057,-103.424818,20.791127,-103.425641,20.793098,-103.423899,0.001972,0.001742,11
zap,Parques de Tesistán,centroid,20.793634,-103.469705,20.788997,-103.470545,20.799086,-103.468141,0.010089,0.002403,11
zap,Los Castaños,centroid,20.697651,-103.44524,20.697557,-103.446391,20.697866,-103.443751,0.000309,0.00264,10
zap,Prados Vallarta,centroid,20.673238,-103.416969,20.671956,-103.422077,20.677803,-103.415305,0.005847,0.006772,11
zap,Parques de Tesistán III,centroid,20.796661,-103.46526,20.796616,-103.465919,20.796707,-103.4646,9e-05,0.00132,2
zap,Arenales Tapatíos,centroid,20.6311,-103.45733,20.629123,-103.462601,20.638296,-103.454948,0.009173,0.007654,13
zap,Lomas del Colli,centroid,20.665418,-103.448545,20.66394,-103.453344,20.666145,-103.446976,0.002205,0.006368,8
zap,Camino Real,centroid,20.670694,-103.413344,20.664406,-103.415387,20.67705,-103.411513,0.012643,0.003874,29
zap,Jardines de Guadalupe,centroid,20.664506,-103.424119,20.661961,-103.429094,20.667152,-103.417785,0.005191,0.011309,26
zap,El Prado,centroid,20.713602,-103.405525,20.713593,-103.40577,20.713607,-103.405036,1.3e-05,0.000735,6
zap,Soto Park,centroid,20.783589,-103.475781,20.783589,-103.475781,20.783589,-103.475781,0.0,0.0,1
zap,Colinas de Las Águilas,centroid,20.622089,-103.411338,20.621837,-103.413316,20.622861,-103.409134,0.001024,0.004182,8
zap,Jardines Vallarta,centroid,20.682176,-103.425931,20.679425,-103.430485,20.683858,-103.417871,0.004433,0.012614,38
zap,Coto F2 Sur Sivec,centroid,20.785801,-103.413546,20.785572,-103.414931,20.78605,-103.412664,0.000479,0.002268,16
zap,Villas del Palmar,centroid,20.750866,-103.426039,20.750122,-103.426124,20.751611,-103.425954,0.001489,0.00017,2
zap,Trento,centroid,20.623315,-103.46795,20.623315,-103.46795,20.623315,-103.46795,0.0,0.0,1
zap,Jacarandas,centroid,20.715708,-103.383116,20.714036,-103.385221,20.71842,-103.381748,0.004383,0.003473,12
zap,Zapopan,centroid,20.771239,-103.422189,20.753726,-103.461371,20.787821,-103.382566,0.034095,0.078805,4
zap,Zapopan,bbox_quadrant,20.76225,-103.44167,20.753726,-103.461371,20.787821,-103.382566,0.034095,0.078805,4
zap,Zapopan,bbox_quadrant,20.76225,-103.402268,20.753726,-103.461371,20.787821,-103.382566,0.034095,0.078805,4
zap,Zapopan,bbox_quadrant,20.779298,-103.44167,20.753726,-103.461371,20.787821,-103.382566,0.034095,0.078805,4
zap,Zapopan,bbox_quadrant,20.779298,-103.402268,20.753726,-103.461371,20.787821,-103.382566,0.034095,0.078805,4
zap,Colinas El Centinela,centroid,20.767075,-103.392058,20.765504,-103.392812,20.769939,-103.391125,0.004435,0.001687,11
zap,Francisco Sarabia,centroid,20.612487,-103.439632,20.6088,-103.442403,20.615516,-103.43104,0.006716,0.011363,28
zap,Puerta Tesistán,centroid,20.794239,-103.478396,20.794058,-103.478443,20.794599,-103.478303,0.000541,0.000141,3
zap,Mirador de San Isidro,centroid,20.763961,-103.394937,20.763376,-103.395488,20.76415,-103.394039,0.000774,0.001449,12
zap,Santa Margarita Residencial,centroid,20.737537,-103.419171,20.732672,-103.421097,20.740422,-103.417306,0.007751,0.003791,7
zap,Parque de Las Aves,centroid,20.789965,-103.488763,20.789834,-103.488969,20.790096,-103.488558,0.000262,0.000411,2
zap,Los Ángeles,centroid,20.789818,-103.495741,20.789596,-103.499661,20.789929,-103.493781,0.000333,0.005879,3
zap,Luna Bosque Residencial,centroid,20.632177,-103.479823,20.631291,-103.483119,20.633011,-103.478026,0.00172,0.005092,7
zap,Sendas Residencial G2,centroid,20.77841,-103.416496,20.778162,-103.416829,20.778906,-103.415831,0.000744,0.000998,3
zap,Real Cantabria,centroid,20.770166,-103.42681,20.76953,-103.427289,20.770736,-103.426101,0.001207,0.001188,4
zap,El Bajo Hábitat 2,centroid,20.700915,-103.466312,20.700883,-103.466321,20.700989,-103.466291,0.000106,3e-05,10
zap,La Toscana,centroid,20.727686,-103.433749,20.727074,-103.434688,20.728403,-103.433368,0.001329,0.001319,15
zap,Alicante,centroid,20.788103,-103.411292,20.786997,-103.412483,20.788797,-103.410577,0.0018,0.001906,17
zap,Centro,centroid,20.720628,-103.391261,20.716714,-103.396744,20.724417,-103.388092,0.007703,0.008651,21
zap,Villa La Cima,centroid,20.691937,-103.427357,20.691648,-103.42794,20.692227,-103.426798,0.000579,0.001143,8
zap,Santa Catalina,centroid,20.688304,-103.438726,20.650789,-103.452868,20.726015,-103.425572,0.075226,0.027296,6
zap,Santa Catalina,bbox_quadrant,20.669595,-103.446044,20.650789,-103.452868,20.726015,-103.425572,0.075226,0.027296,6
zap,Santa Catalina,bbox_quadrant,20.669595,-103.432396,20.650789,-103.452868,20.726015,-103.425572,0.075226,0.027296,6
zap,Santa Catalina,bbox_quadrant,20.707208,-103.446044,20.650789,-103.452868,20.726015,-103.425572,0.075226,0.027296,6
zap,Santa Catalina,bbox_quadrant,20.707208,-103.432396,20.650789,-103.452868,20.726015,-103.425572,0.075226,0.027296,6
zap,Victoria,centroid,20.644423,-103.400721,20.639808,-103.403438,20.647956,-103.397245,0.008148,0.006194,29
zap,Colli Ctm,centroid,20.647059,-103.42511,20.646279,-103.427614,20.647525,-103.422038,0.001246,0.005576,5
zap,Pinar de La Venta,centroid,20.722161,-103.527378,20.715957,-103.533658,20.726161,-103.521067,0.010204,0.012591,34
zap,Coto Creta,centroid,20.788296,-103.416418,20.787449,-103.417104,20.789225,-103.41616,0.001777,0.000944,4
zap,Chapalita Inn,centroid,20.657618,-103.444575,20.657325,-103.444674,20.658372,-103.44428,0.001046,0.000394,7
zap,Las Fuentes,centroid,20.622763,-103.425688,20.618175,-103.431847,20.627027,-103.421459,0.008852,0.010387,23
zap,Sendas Residencial G3,centroid,20.774409,-103.418316,20.774386,-103.418329,20.774458,-103.418277,7.2e-05,5.3e-05,9
zap,Plaza Guadalupe,centroid,20.656737,-103.43416,20.653181,-103.436712,20.661166,-103.430239,0.007985,0.006474,19
zap,Atlas Colomos,centroid,20.71555,-103.402831,20.713549,-103.405486,20.717201,-103.399975,0.003653,0.005511,31
zap,Ciudad de Los Niños,centroid,20.662477,-103.411252,20.659834,-103.414279,20.664908,-103.408669,0.005074,0.005611,14
zap,Colinas de Atemajac,centroid,20.720993,-103.363339,20.720993,-103.363339,20.720993,-103.363339,0.0,0.0,2
zap,Albaterra,centroid,20.852173,-103.451987,20.850863,-103.454617,20.855665,-103.450918,0.004802,0.003699,9
zap,Del Bosque,centroid,20.611002,-103.453446,20.610254,-103.453548,20.61175,-103.453344,0.001497,0.000204,2
zap,Puerta del Valle,centroid,20.724479,-103.420825,20.722819,-103.423107,20.725473,-103.419934,0.002653,0.003173,28
zap,La Sauceda,centroid,20.770601,-103.432892,20.770316,-103.433125,20.770961,-103.432746,0.000644,0.000378,8
zap,Misión Capistrano,centroid,20.803838,-103.453205,20.80369,-103.453218,20.803912,-103.453198,0.000223,2.1e-05,3
zap,Rincón del Valle,centroid,20.755825,-103.432847,20.755825,-103.432847,20.755825,-103.432847,0.0,0.0,1
zap,Ampliación Santa Lucia,centroid,20.804323,-103.502131,20.8043,-103.502152,20.804335,-103.502089,3.6e-05,6.3e-05,3
zap,La Cantera,centroid,20.772165,-103.435055,20.772023,-103.436449,20.772378,-103.434126,0.000355,0.002324,5
zap,Arboreto Residencial,centroid,20.783532,-103.467612,20.781552,-103.468625,20.784664,-103.4663,0.003112,0.002325,12
zap,División del Norte,centroid,20.733319,-103.355974,20.733319,-103.355974,20.733319,-103.355974,0.0,0.0,2
zap,Loma Imperial,centroid,20.776367,-103.426193,20.776293,-103.426702,20.776431,-103.425064,0.000138,0.001638,7
zap,Lomas del Centinela,centroid,20.765778,-103.368481,20.765095,-103.369615,20.766787,-103.366922,0.001692,0.002693,5
zap,Palermo,centroid,20.818349,-103.462121,20.816867,-103.46274,20.819,-103.461746,0.002133,0.000994,4
